Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh,Weather_Description,Work_Suitability,Flood_Risk
"Kakinada, Andhra Pradesh",2024-04-26 20:20:09,26.68,62.51,8.541369625680108,26.24,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-01-22 00:46:18,29.25,47.25,1.2811481599545815,6.98,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-04-06 14:59:26,35.27,49.18,7.918170291454951,24.13,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",2024-01-24 12:36:21,30.14,38.07,4.209416736026522,11.57,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-04-16 05:32:30,27.93,53.23,8.06729767504123,2.66,Heavy Rainfall,No,High
"Kochi, Kerala",2024-01-09 09:31:07,26.23,87.47,3.494803294085611,5.86,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-03-22 04:12:52,39.12,33.34,0.6455132856575352,13.37,Other,Yes,Low
"Nagpur, Maharashtra",2024-02-02 22:52:28,25.04,35.55,10.346710190521277,18.55,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",2024-03-08 14:38:55,24.76,39.27,7.509181853960908,14.04,Heavy Rainfall,No,High
"Gandhar, Gujarat",2024-04-29 21:52:23,27.94,53.26,1.9680140692360648,14.13,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-01-01 02:26:43,29.531056596900243,68.09831320866887,9.637541242137162,3.7628445004502256,Heavy Rainfall,No,High
"Mumbai, Maharashtra",2024-01-06 21:26:54,34.91204812676708,66.06526617125277,10.869711518023411,0.8237258744445508,Heavy Rainfall,No,High
Delhi,2024-04-11 18:26:58,18.028927858639697,85.64090583487706,1.829761168344315,11.665922545697205,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-05-10 18:33:16,-3.657076308787363,49.713756918669006,3.858305270062431,5.03654652105931,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2024-03-03 18:00:31,0.4843735974837262,32.298078013977374,2.823270525926592,4.592634733467277,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2024-05-11 23:15:24,26.313559317140168,37.60690156493833,7.206337760871873,15.815131147573137,Heavy Rainfall,No,Low
"Agra, Uttar Pradesh",2024-01-10 07:43:54,35.61335613733778,82.89303209599005,7.560737872524586,26.12019914590732,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2024-04-20 07:41:08,30.080199739360907,67.43040505674361,3.692062875803707,11.431720698678982,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-03-16 21:29:29,22.31,66.64,2.7270226810273703,7.09,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-02-10 01:30:45,35.84,59.95,1.8360491564424897,16.57,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-02-23 04:28:40,31.05,80.87,9.402488430809084,14.05,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-03-05 06:56:11,33.03,46.18,5.819991078768326,17.08,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-05-11 20:23:15,27.84,61.5,5.66897764235695,17.51,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-02-08 20:40:16,33.84,41.76,3.381482537486696,22.52,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-01-09 15:07:46,27.9,67.81,2.1696461259907007,2.19,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-04-06 14:41:14,24.05,89.55,9.641841874838011,9.87,Heavy Rainfall,No,High
"Kota, Rajasthan",2024-01-30 02:46:34,35.7,21.25,7.400329763385232,10.16,Heavy Rainfall,No,High
"Nagpur, Maharashtra",2024-05-13 01:36:45,37.39,47.31,5.082414074648981,20.74,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2024-04-01 13:32:44,26.38,45.0,0.974169214856382,19.24,Clear,Yes,Low
"Gandhar, Gujarat",2024-04-17 20:19:13,30.9,54.47,5.051969716756672,10.24,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-05-05 17:34:48,-6.680429734581469,79.72072763091175,9.390520868722886,19.88018809871604,Heavy Rainfall,No,High
"Mumbai, Maharashtra",2024-01-18 17:55:51,13.099640497820255,73.45702821543915,5.9684384193378985,2.375636211874421,Moderate Rainfall,Yes,Low
Delhi,2024-05-13 07:59:01,-1.062384818179659,67.29182060146849,9.891431281333002,4.14542632091487,Heavy Rainfall,No,High
"Bengaluru, Karnataka",2024-01-11 16:38:09,36.71562623461936,49.09818221115536,0.8836538122128379,24.940393841751533,Clear,Yes,Low
"Chennai, Tamil Nadu",2024-01-29 20:43:46,34.54726918577497,86.09612634678533,5.96219887397287,25.26186839431741,Moderate Rainfall,Yes,High
"Raipur, Chhattisgarh",2024-04-30 22:57:12,14.983115492684464,54.68594741844674,8.732962924853723,27.91025402056472,Heavy Rainfall,No,High
"Agra, Uttar Pradesh",2024-02-14 10:22:39,-2.8274307366553533,33.02197350551568,2.576044392048938,2.5168612799050614,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2024-03-28 19:28:21,7.56192596739718,47.5203078091952,9.154750794401018,9.308869326403835,Heavy Rainfall,No,High
"Hazira, Gujarat",2024-01-14 01:53:04,25.38,48.82,5.732066242435788,19.95,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-05-07 10:13:29,25.12,36.1,4.681942586072648,16.79,Moderate Rainfall,Yes,High
"Kakinada, Andhra Pradesh",2024-05-06 19:07:27,29.41,78.05,9.678802303691134,25.91,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-05-06 16:29:44,20.04,44.29,7.927680770575907,13.39,Heavy Rainfall,No,Low
"Bina, Madhya Pradesh",2024-02-05 11:06:45,30.55,37.35,10.2526612141918,25.77,Heavy Rainfall,No,High
"Bijaipur, Madhya Pradesh",2024-04-21 05:26:51,25.91,42.0,9.516963914749017,27.8,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",2024-01-04 05:07:15,24.34,62.93,2.5990677436841136,5.83,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-01-07 01:37:42,29.77,82.74,3.522829992922164,13.02,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-04-10 12:47:46,32.65,34.85,8.309705001917171,11.46,Heavy Rainfall,No,High
"Nagpur, Maharashtra",2024-04-06 14:04:12,39.11,64.46,6.2105660068493584,17.5,Moderate Rainfall,Yes,High
"Indore, Madhya Pradesh",2024-02-27 10:58:28,28.65,31.69,6.357917075953704,11.44,Moderate Rainfall,Yes,High
"Gandhar, Gujarat",2024-01-25 04:02:32,29.35,53.21,9.293450685703776,13.16,Heavy Rainfall,No,High
"Jamnagar, Gujarat",2024-01-17 12:21:52,-6.482770221907577,68.3440743619129,9.62306100964411,25.116713022164983,Heavy Rainfall,No,High
"Mumbai, Maharashtra",2024-05-06 01:01:31,25.37144458538026,71.99031496635786,8.443392216977264,8.350992311376515,Heavy Rainfall,No,High
Delhi,2024-04-06 21:26:10,18.326956367320527,68.66630745089637,2.534725507211606,23.26217939931461,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-04-20 09:42:09,9.01941160209239,55.82533206269323,7.6194900478481955,24.130547137302887,Heavy Rainfall,No,Low
"Chennai, Tamil Nadu",2024-03-15 11:17:38,29.217083254543383,30.159271605481017,9.499436280694413,29.059459573896376,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",2024-02-19 23:40:30,-2.671244283876897,63.37311223456644,5.525626396669381,12.24015492585982,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-03-02 12:54:23,19.388895311040525,63.09605283218269,5.375321615228783,29.89543834895544,Moderate Rainfall,Yes,High
"Noida, Uttar Pradesh",2024-05-10 02:57:20,21.239460729500056,56.71276376921462,1.7564804465514294,8.719715095269308,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-04-01 18:48:18,35.84,66.94,8.922370658338517,13.06,Heavy Rainfall,No,High
"Vijaipur, Madhya Pradesh",2024-01-22 20:34:03,30.79,49.96,5.88215070533288,19.81,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-04-15 15:33:51,31.92,65.16,8.986317325260323,26.98,Heavy Rainfall,No,High
"Jagdishpur, Uttar Pradesh",2024-03-05 14:01:51,24.72,40.26,9.256458203038274,12.9,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",2024-01-18 07:41:40,37.11,35.55,5.821091070164849,12.34,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-04-14 02:43:05,34.13,44.61,2.3869999419069465,20.29,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-01-17 08:13:12,27.99,67.28,9.345390943438094,2.2,Heavy Rainfall,No,High
"Kochi, Kerala",2024-02-04 18:27:40,30.04,72.73,4.723955998352069,9.17,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-01-09 07:19:32,36.11,29.82,2.036600260594649,10.68,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-05-17 02:35:59,29.11,44.54,3.103355669276416,16.21,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2024-05-03 12:36:26,23.39,40.63,7.281111997350519,15.76,Heavy Rainfall,No,High
"Gandhar, Gujarat",2024-04-11 21:00:56,34.48,62.57,5.807788683124829,14.27,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-01-16 19:14:41,30.014245522024005,81.51672530293897,6.3419738075510965,12.973137242536357,Moderate Rainfall,Yes,High
"Mumbai, Maharashtra",2024-03-30 13:53:41,8.577207460413252,50.82733277814559,2.608412011752498,15.544703839911971,Moderate Rainfall,Yes,Low
Delhi,2024-02-09 10:53:54,7.03388344839356,61.34877517533222,4.95508284005128,15.27553766575317,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-04-19 04:01:01,10.724887875355254,48.46517069758637,3.0741857881016443,21.082185161881583,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2024-02-21 14:30:34,23.11318303155798,52.48600207106081,3.439430423235125,6.642125804062202,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2024-05-05 20:46:27,35.597792626115734,60.28048889405252,0.3897856400268851,16.297113871646026,Clear,Yes,Low
"Agra, Uttar Pradesh",2024-01-08 21:41:46,29.62668753932678,80.74262203698294,8.938044654034186,25.238929309464183,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2024-05-12 08:35:40,5.819931312671232,54.29733536477712,6.023332230427364,16.128686795154675,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-04-16 00:40:09,26.16,43.04,0.355691326621943,13.44,Clear,Yes,Low
"Vijaipur, Madhya Pradesh",2024-03-20 20:03:11,23.58,50.56,6.570213322107215,14.93,Moderate Rainfall,Yes,High
"Kakinada, Andhra Pradesh",2024-02-08 05:20:57,27.7,83.96,6.108236330399659,13.4,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-04-12 14:00:02,28.64,50.47,3.834742533886613,6.47,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-03-09 12:10:13,21.4,32.67,3.817397512013701,11.42,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-04-30 02:38:31,24.2,58.6,6.717322012214064,11.7,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-04-27 02:13:08,25.23,73.23,1.6176243395943724,9.47,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-01-09 18:46:40,25.28,82.66,4.099239575098546,10.11,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-02-14 08:06:59,27.73,44.37,7.057719994130478,19.03,Heavy Rainfall,No,High
"Nagpur, Maharashtra",2024-02-01 01:41:15,26.05,42.66,6.4515161952211,22.29,Moderate Rainfall,Yes,High
"Indore, Madhya Pradesh",2024-03-08 05:10:32,34.86,48.13,9.596002660444558,18.25,Heavy Rainfall,No,High
"Gandhar, Gujarat",2024-03-07 12:43:40,29.68,56.53,8.974710002516597,13.38,Heavy Rainfall,No,High
"Jamnagar, Gujarat",2024-04-02 05:33:26,31.98783248009588,67.4328893454962,5.8133905120156975,18.17497471340676,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-01-25 16:29:06,14.856458650896734,54.1487305570456,2.5406712295860103,16.482134259736544,Moderate Rainfall,Yes,Low
Delhi,2024-03-19 08:21:15,33.6441910513459,47.7815630443971,0.4979062673687107,7.844946050153332,Clear,Yes,Low
"Bengaluru, Karnataka",2024-05-01 10:07:49,12.805475691072225,79.93675950566958,5.397705410060146,15.890977577891478,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2024-01-07 09:17:47,21.150091059482587,77.9591850829325,7.007085630293642,23.479351500986148,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",2024-04-23 09:44:58,16.42160792481358,55.46769861430377,0.3199053474104085,3.8537254948018296,Clear,Yes,Low
"Agra, Uttar Pradesh",2024-02-02 18:39:59,-0.8150267650972172,69.49613086826182,8.920128628520912,17.761596590200774,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2024-01-17 13:36:53,37.02902571025509,74.0080749471411,4.6325950258228366,25.355719810369948,Moderate Rainfall,Yes,High
"Hazira, Gujarat",2024-01-19 01:58:49,32.2,46.91,4.692866490229912,9.61,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-03-03 10:52:36,26.47,54.73,6.143919910531588,22.2,Moderate Rainfall,Yes,High
"Kakinada, Andhra Pradesh",2024-02-27 10:50:38,34.02,65.32,0.2893723265255798,13.98,Other,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-03-03 05:26:39,32.12,50.99,9.982406692734376,6.2,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",2024-05-01 03:47:32,36.91,54.28,0.4705380736192066,18.88,Other,Yes,Low
"Bijaipur, Madhya Pradesh",2024-01-31 03:42:52,35.01,43.45,5.180833923649492,16.0,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-05-10 04:45:11,19.3,73.24,4.922963185854553,6.93,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-03-18 00:02:44,30.24,74.55,3.50171340471926,12.35,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-05-16 07:54:59,37.2,30.5,5.220567322189586,7.37,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-01-07 10:32:42,29.09,58.91,7.097900433821003,16.44,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",2024-05-17 17:40:30,24.91,31.79,4.027001217993641,12.03,Moderate Rainfall,Yes,High
"Gandhar, Gujarat",2024-04-27 14:12:13,33.91,58.98,2.180574834153157,8.34,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-02-17 20:40:50,15.250294273662536,79.22731036775542,2.6177043706519942,4.982321754158524,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-01-12 13:39:01,27.605677821406523,65.42004880796529,0.7009148791117215,26.39085578393598,Clear,Yes,Low
Delhi,2024-01-04 20:35:17,4.225347985290293,44.46631465436748,8.16232949296463,17.12889553044857,Heavy Rainfall,No,High
"Bengaluru, Karnataka",2024-02-04 02:44:21,-0.1495028772809128,69.15263463744756,8.012572869006677,25.365416352989776,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",2024-05-18 11:39:27,27.006904278057,67.52145534399466,2.121471525599933,2.197050938395483,Moderate Rainfall,Yes,Low
"Raipur, Chhattisgarh",2024-03-08 01:32:51,5.569088037882411,43.34928852178177,1.213040241464034,19.35939233267516,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-01-01 03:17:30,-6.741448397621671,67.02356552179491,6.525795037729284,5.604020363643084,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2024-03-18 07:05:05,39.95539063710709,73.65015816289818,3.266397287308381,5.699379738238309,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-01-19 10:04:35,35.26,68.79,6.030926747320519,9.92,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-01-04 05:07:27,25.58,49.69,0.696194315407832,27.77,Clear,Yes,Low
"Kakinada, Andhra Pradesh",2024-04-11 08:42:18,29.15,75.79,4.805747797692251,11.6,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-02-27 04:41:51,19.3,40.11,5.833975273692461,12.14,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-04-30 10:13:18,39.83,41.11,3.686361204120821,21.08,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-02-20 17:22:18,35.48,36.77,4.941632899774953,14.86,Moderate Rainfall,Yes,Low
"Pata, Uttar Pradesh",2024-05-04 05:45:21,16.13,54.41,2.6029659226784263,5.95,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-01-25 03:02:40,30.34,86.74,2.041975658061804,10.07,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-03-26 21:44:20,33.06,32.76,9.750503573622186,7.43,Heavy Rainfall,No,High
"Nagpur, Maharashtra",2024-01-17 13:50:03,29.23,62.58,8.551702666437244,18.26,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",2024-03-24 04:33:06,31.44,45.21,4.247669053988547,10.8,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",2024-02-09 20:07:54,29.43,57.09,7.942155685699639,11.0,Heavy Rainfall,No,High
"Jamnagar, Gujarat",2024-03-24 02:36:37,-4.148281038855236,62.63323102146815,0.1004345654760119,3.455110577438132,Clear,Yes,Low
"Mumbai, Maharashtra",2024-03-04 22:56:57,-4.551980172037076,68.15853907759728,6.788329452016403,19.859769447374383,Moderate Rainfall,Yes,Low
Delhi,2024-05-13 23:31:21,-0.2943499371740685,84.40238793935069,1.2128314807097862,24.675530547805863,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-04-17 12:10:34,-0.4461713740500439,36.912897997827685,7.881203888693965,25.676045187825803,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",2024-04-10 22:09:36,6.33162101166964,71.92178976596831,0.6191098182856103,5.370597203139682,Other,Yes,Low
"Raipur, Chhattisgarh",2024-05-03 03:09:56,19.80076252038869,75.34313773401846,1.7278741386546836,26.7818038383621,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-01-29 14:38:55,-3.016590618767264,84.18946563990241,7.483648360986886,3.9497844628567846,Heavy Rainfall,No,High
"Noida, Uttar Pradesh",2024-02-19 09:21:53,-2.060488290151365,67.68712027978552,8.998791646749934,1.628326184335965,Heavy Rainfall,No,High
"Hazira, Gujarat",2024-02-22 22:49:36,34.25,58.61,6.651012075194251,10.92,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-01-16 02:53:37,29.91,35.03,7.171498786481385,11.79,Heavy Rainfall,No,Low
"Kakinada, Andhra Pradesh",2024-01-30 23:04:06,32.2,79.28,6.509492977384806,13.9,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-02-12 23:44:08,18.82,59.77,6.615030375102673,12.14,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-01-20 06:33:34,32.01,62.16,1.0639524989532945,11.17,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-03-31 00:42:52,34.63,40.97,9.094068063732166,17.2,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",2024-02-15 12:11:13,19.68,66.1,12.704761639179852,10.03,Heavy Rainfall,No,High
"Kochi, Kerala",2024-04-06 22:21:50,27.16,87.69,3.1443002622305807,16.85,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-05-02 09:58:39,40.66,24.31,0.3093726323825407,18.87,Clear,Yes,Low
"Nagpur, Maharashtra",2024-05-04 06:11:42,26.64,46.7,7.32786716705458,18.55,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",2024-01-13 23:47:43,27.97,40.77,6.125903391061587,22.8,Moderate Rainfall,Yes,High
"Gandhar, Gujarat",2024-04-30 05:50:31,28.35,67.24,0.4538468912459792,13.35,Clear,Yes,Low
"Jamnagar, Gujarat",2024-01-09 11:47:56,11.900101893224685,44.32848516709864,9.830742997910288,7.442943189642508,Heavy Rainfall,No,High
"Mumbai, Maharashtra",2024-04-04 05:58:32,23.759755924089333,50.14796451088776,3.546478598271021,13.782819110682157,Moderate Rainfall,Yes,Low
Delhi,2024-03-24 08:40:37,-6.910100414509786,39.64520254478659,1.6379522490634713,12.425229862679588,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-01-10 00:07:58,7.685145791974151,70.78599610463432,2.774512071539964,6.052534608389987,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2024-01-14 21:09:17,38.231237343047134,74.54527624124103,6.695029827471423,1.1098054556374748,Moderate Rainfall,Yes,High
"Raipur, Chhattisgarh",2024-02-08 03:52:57,39.24106622538845,69.0730425363654,6.031510519587182,19.7266536471743,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-04-18 17:19:46,16.799651188617545,89.03206820654833,6.684341756037638,20.74658565803535,Moderate Rainfall,Yes,High
"Noida, Uttar Pradesh",2024-02-07 07:51:08,34.624408795571334,75.15628494152149,2.291833547851549,3.803169230265629,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-03-08 19:44:00,29.63,47.18,4.219602208224009,13.94,Moderate Rainfall,Yes,High
"Vijaipur, Madhya Pradesh",2024-02-06 02:09:37,25.81,51.6,8.043485014982604,25.93,Heavy Rainfall,No,High
"Kakinada, Andhra Pradesh",2024-04-08 05:45:24,35.15,63.8,6.530153963922968,22.07,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-03-06 08:09:47,24.18,43.54,2.5585204623366566,7.22,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-03-30 23:07:08,24.12,54.81,4.885647194235261,23.89,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-05-12 07:50:13,35.56,52.17,5.797122817973301,25.29,Moderate Rainfall,Yes,High
"Pata, Uttar Pradesh",2024-02-09 06:30:58,13.42,46.22,6.120031462922642,2.82,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-01-28 18:59:19,25.4,75.24,1.332948849603599,11.66,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-02-22 02:44:54,33.14,27.89,2.3461032797188097,13.36,Moderate Rainfall,Yes,Low
"Nagpur, Maharashtra",2024-03-04 13:12:30,30.53,49.71,9.134490925399874,24.28,Heavy Rainfall,No,High
"Indore, Madhya Pradesh",2024-04-07 14:32:39,23.38,36.73,6.867712045827354,10.17,Moderate Rainfall,Yes,Low
"Gandhar, Gujarat",2024-02-08 01:23:12,26.52,67.37,4.065973933752129,11.6,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-04-22 15:23:38,12.50671393275977,53.73294156009999,5.655804198732499,22.212245973921185,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-02-15 00:30:03,-5.5727611349413255,34.67951170896644,3.026567483347412,10.87882327811375,Moderate Rainfall,Yes,Low
Delhi,2024-01-22 01:35:27,2.2990362310373023,80.67552246809552,7.503332832028605,8.581748787561276,Heavy Rainfall,No,High
"Bengaluru, Karnataka",2024-02-25 03:39:43,29.17004831590417,57.64475703148478,9.534935627072969,21.32892381058197,Heavy Rainfall,No,High
"Chennai, Tamil Nadu",2024-02-02 18:12:12,34.64717503498525,30.86989212461337,8.114759393925132,13.363165780894558,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",2024-05-14 10:37:43,-4.09007329738317,51.66770933547381,4.767410072424129,15.136178567044526,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-02-24 19:26:12,-1.2280852776938929,69.33798311661621,5.143564776521376,7.075563999926288,Moderate Rainfall,Yes,Low
"Noida, Uttar Pradesh",2024-05-04 01:52:58,28.915011245681,78.15451828490967,3.3356505744439624,24.78367918198232,Moderate Rainfall,Yes,Low
"Hazira, Gujarat",2024-05-01 23:16:58,33.38,68.74,7.837037124740328,14.11,Heavy Rainfall,No,Low
"Vijaipur, Madhya Pradesh",2024-01-06 22:29:59,37.26,50.18,1.4343798885828165,29.81,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-02-16 21:58:22,29.4,65.85,2.657654075512656,29.43,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-01-06 01:02:09,31.38,56.08,4.2657436340290165,20.47,Moderate Rainfall,Yes,Low
"Bina, Madhya Pradesh",2024-02-01 20:58:20,29.23,40.45,4.442310311463356,18.31,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-02-06 13:08:35,28.24,50.39,9.912053598259632,18.54,Heavy Rainfall,No,High
"Pata, Uttar Pradesh",2024-02-08 01:15:37,26.11,73.23,2.933505054292679,8.57,Moderate Rainfall,Yes,Low
"Kochi, Kerala",2024-03-26 00:06:35,26.29,73.37,6.691449375733343,17.83,Moderate Rainfall,Yes,Low
"Kota, Rajasthan",2024-03-25 04:27:23,33.79,40.35,7.464840430028451,8.53,Heavy Rainfall,No,Low
"Nagpur, Maharashtra",2024-03-25 11:01:13,25.74,50.95,2.5413449201985063,15.0,Moderate Rainfall,Yes,Low
"Indore, Madhya Pradesh",2024-01-13 23:12:10,28.29,47.68,8.393766270166456,19.14,Heavy Rainfall,No,High
"Gandhar, Gujarat",2024-01-08 23:54:19,35.19,56.9,1.0389311968546633,17.59,Moderate Rainfall,Yes,Low
"Jamnagar, Gujarat",2024-01-10 06:18:38,-8.179944411070895,73.77168220354719,3.086610256869746,18.24353812370235,Moderate Rainfall,Yes,Low
"Mumbai, Maharashtra",2024-02-12 20:11:01,17.41262893576706,88.42095749608836,0.8577676757672881,17.31741946514098,Other,Yes,Low
Delhi,2024-03-19 10:14:38,39.38143965189072,86.14682037629096,2.770370701461577,0.7788685968185649,Moderate Rainfall,Yes,Low
"Bengaluru, Karnataka",2024-04-01 23:26:55,26.082952188515627,89.17726011813694,5.200257001545557,15.638446802036231,Moderate Rainfall,Yes,Low
"Chennai, Tamil Nadu",2024-03-05 02:35:58,9.537876058582476,35.967563214072726,9.447263183931694,3.75575854149414,Heavy Rainfall,No,High
"Raipur, Chhattisgarh",2024-02-07 22:21:53,3.9205461333167975,63.81531991634253,5.329710237138247,6.12356902523859,Moderate Rainfall,Yes,Low
"Agra, Uttar Pradesh",2024-02-01 05:30:31,34.0289791834494,62.83660384659946,0.8399198468843783,3.656429612018244,Clear,Yes,Low
"Noida, Uttar Pradesh",2024-05-17 10:53:03,-0.7010350075799892,88.23700906207478,0.2485876297011191,12.851194875416583,Other,Yes,Low
"Hazira, Gujarat",2024-02-17 01:08:39,25.79,41.91,2.488824585352949,15.64,Moderate Rainfall,Yes,Low
"Vijaipur, Madhya Pradesh",2024-03-17 06:40:25,32.26,50.41,4.133043180671541,23.46,Moderate Rainfall,Yes,Low
"Kakinada, Andhra Pradesh",2024-01-24 16:10:07,30.69,73.4,4.612148892820066,29.09,Moderate Rainfall,Yes,Low
"Jagdishpur, Uttar Pradesh",2024-01-27 10:15:07,31.19,59.41,7.481828477685117,15.62,Heavy Rainfall,No,High
"Bina, Madhya Pradesh",2024-04-02 09:51:48,38.1,44.27,2.673290010995805,10.72,Moderate Rainfall,Yes,Low
"Bijaipur, Madhya Pradesh",2024-02-19 19:38:49,28.31,36.78,7.343644096877856,23.13,Heavy Rainfall,No,Low
"Pata, Uttar Pradesh",2024-01-20 19:16:50,26.21,61.79,4.724203981079079,8.4,Moderate Rainfall,Yes,Low
